image_id,true_label,method,orig_pred,orig_conf,anon_pred,anon_conf,identity_similarity,reid_match,emotion_selection_score,selected_seed,selection_mode,prompt,error
14,surprise,C_Segmentation_Prompt,surprise,0.9554285407066345,sad,0.9533981680870056,0.46422120928764343,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
14,surprise,D_SelectiveSegmentation_Prompt,surprise,0.9554285407066345,sad,0.8468613624572754,0.5290864706039429,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
14,surprise,E_EmotionAware_Selection,surprise,0.9554285407066345,surprise,0.5403251051902771,0.7594791650772095,,0.8279275894165039,45,emotion_only,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
14,surprise,F_EmotionAware_PrivacyConstrained,surprise,0.9554285407066345,surprise,0.5403251051902771,0.7594791650772095,,0.5403251051902771,45,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
14,surprise,G_EditFriendly_DDPM_Inversion_Main,surprise,0.9554285407066345,surprise,0.9850585460662842,0.5077388882637024,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
15,surprise,A_BBox_Generic,surprise,0.993865430355072,neutral,0.9753795266151428,0.40879878401756287,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
15,surprise,B_Segmentation_Generic,surprise,0.993865430355072,fear,0.6969857811927795,0.7379558682441711,,,42,,"photorealistic portrait of a different person, different identity, different facial structure, realistic face, natural skin texture, same pose, same lighting, same background, realistic eyes and proportions",
15,surprise,C_Segmentation_Prompt,surprise,0.993865430355072,sad,0.5657064914703369,0.6995439529418945,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
15,surprise,D_SelectiveSegmentation_Prompt,surprise,0.993865430355072,neutral,0.9679011106491089,0.7902719974517822,,,42,,"photorealistic portrait of a different person with surprised, different identity, different facial structure, realistic skin texture, same pose, same lighting, same background",
15,surprise,E_EmotionAware_Selection,surprise,0.993865430355072,fear,0.4249984323978424,0.7203620672225952,,0.2259804904460907,44,emotion_only,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
15,surprise,F_EmotionAware_PrivacyConstrained,surprise,0.993865430355072,fear,0.4249984323978424,0.7203620672225952,,0.12376926094293594,44,no_validated_threshold_fallback,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
15,surprise,G_EditFriendly_DDPM_Inversion_Main,surprise,0.993865430355072,surprise,0.9174540638923645,0.34093064069747925,,,42,edit_friendly_ddpm_inversion,"photorealistic portrait of a different person with the same surprised facial expression as the original, preserve eyebrow tension, eye openness, gaze intensity, mouth shape, and facial muscle tension, different identity, different facial structure, same head pose, same lighting, same background, realistic skin texture",
